12	2.035	21.15	2.035	21.15	0
12.1	1.95	21.35	1.95	21.35	0
12.2	1.755	21.5	1.755	21.5	0
12.3	1.46	21.7	1.46	21.7	0
12.399	1.245	21.85	1.245	21.85	0
12.5	0.975	22.05	0.975	22.05	0
12.599	0.775	22.2	0.775	22.2	0
12.7	0.565	22.45	0.565	22.45	0
12.8	0.435	22.6	0.435	22.6	0
12.9	0.31	22.8	0.31	22.8	0
13	0.24	22.95	0.24	22.95	0
13.1	0.175	23.15	0.175	23.15	0
13.2	0.15	23.3	0.15	23.3	0
13.3	0.145	23.5	0.145	23.5	0
13.4	0.185	23.65	0.185	23.65	0
13.5	0.235	23.85	0.235	23.85	0
13.6	0.355	24.05	0.355	24.05	0
13.7	0.475	24.25	0.475	24.25	0
13.8	0.675	24.4	0.675	24.4	0
13.9	0.85	24.6	0.85	24.6	0
14	1.15	24.75	1.15	24.75	0
14.1	1.405	24.95	1.405	24.95	0
14.2	1.79	25.15	1.79	25.15	0
14.3	2.145	25.3	2.145	25.3	0
14.4	2.555	25.5	2.555	25.5	0
14.5	2.875	25.7	2.875	25.7	0
14.6	3.215	25.85	3.215	25.85	0
14.7	3.31	26.05	3.31	26.05	0
14.8	3.215	26.25	3.215	26.25	0
14.9	2.98	26.4	2.98	26.4	0
15	2.59	26.6	2.59	26.6	0
15.1	2.24	26.75	2.24	26.75	0
15.2	1.8	26.95	1.8	26.95	0
15.3	1.47	27.15	1.47	27.15	0
15.4	1.125	27.3	1.125	27.3	0
15.5	0.86	27.5	0.86	27.5	0
15.6	0.64	27.65	0.64	27.65	0
15.7	0.465	27.85	0.465	27.85	0
15.8	0.36	28	0.36	28	0
15.9	0.305	28.2	0.305	28.2	0
16	0.28	28.4	0.28	28.4	0
16.1	0.335	28.6	0.335	28.6	0
16.2	0.405	28.75	0.405	28.75	0
16.3	0.555	28.95	0.555	28.95	0
16.4	0.74	29.1	0.74	29.1	0
16.5	1.02	29.3	1.02	29.3	0
16.6	1.305	29.45	1.305	29.45	0
16.7	1.675	29.65	1.675	29.65	0
16.8	2.09	29.8	2.09	29.8	0
16.9	2.61	30.05	2.61	30.05	0
17.003	3.09	30.25	3.09	30.25	0
17.1	3.735	30.4	3.735	30.4	0
17.2	4.185	30.55	4.185	30.55	0
17.3	4.62	30.75	4.62	30.75	0
17.4	4.835	30.9	4.835	30.9	0
17.5	4.84	31.1	4.84	31.1	0
17.6	4.61	31.3	4.61	31.3	0
17.7	4.315	31.45	4.315	31.45	0
17.8	3.815	31.65	3.815	31.65	0
17.9	3.29	31.85	3.29	31.85	0
18	2.7	32	2.7	32	0
18.1	2.205	32.2	2.205	32.2	0
18.2	1.755	32.4	1.755	32.4	0
18.3	1.39	32.55	1.39	32.55	0
18.4	1.045	32.75	1.045	32.75	0
18.5	0.835	32.9	0.835	32.9	0
18.6	0.675	33.1	0.675	33.1	0
