# Strom: 2.69 A
# Magnetfeld: -285 mT
# Schnitt bei (722,485)
# Mittelung: 1 Pixel
# Magnetfeldsensor kalibriertPixel ; Red Value
1;1392
2;1285
3;1179
4;1138
5;1097
6;1032
7;968
8;928
9;888
10;866
11;844
12;823
13;802
14;786
15;771
16;774
17;777
18;760
19;744
20;749
21;755
22;764
23;773
24;820
25;868
26;879
27;891
28;953
29;1015
30;1153
31;1292
32;1410
33;1529
34;1637
35;1745
36;1810
37;1876
38;1938
39;2000
40;2088
41;2177
42;2294
43;2411
44;2536
45;2661
46;2681
47;2701
48;2636
49;2572
50;2488
51;2404
52;2387
53;2371
54;2338
55;2306
56;2246
57;2186
58;2047
59;1909
60;1851
61;1793
62;1651
63;1510
64;1394
65;1279
66;1210
67;1141
68;1083
69;1026
70;961
71;897
72;876
73;855
74;851
75;848
76;814
77;780
78;768
79;757
80;755
81;753
82;749
83;746
84;744
85;742
86;761
87;780
88;795
89;811
90;808
91;806
92;815
93;824
94;867
95;910
96;946
97;982
98;1052
99;1123
100;1245
101;1367
102;1482
103;1598
104;1702
105;1807
106;1876
107;1945
108;2051
109;2158
110;2208
111;2259
112;2384
113;2510
114;2626
115;2743
116;2849
117;2956
118;3028
119;3101
120;3101
121;3101
122;3064
123;3027
124;2938
125;2850
126;2878
127;2907
128;2894
129;2881
130;2823
131;2765
132;2674
133;2584
134;2461
135;2339
136;2207
137;2076
138;1963
139;1851
140;1743
141;1636
142;1562
143;1489
144;1407
145;1325
146;1279
147;1234
148;1193
149;1152
150;1108
151;1064
152;1038
153;1012
154;994
155;977
156;988
157;999
158;977
159;955
160;923
161;891
162;880
163;870
164;912
165;955
166;941
167;928
168;926
169;924
170;945
171;966
172;967
173;968
174;949
175;930
176;973
177;1017
178;1017
179;1017
180;1080
181;1143
182;1191
183;1239
184;1304
185;1370
186;1466
187;1563
188;1689
189;1816
190;1894
191;1973
192;2084
193;2195
194;2254
195;2313
196;2328
197;2344
198;2387
199;2431
200;2540
201;2650
202;2743
203;2836
204;2854
205;2872
206;3018
207;3165
208;3228
209;3292
