# Strom: 0.55 A
# Magnetfeld: -64 mT
# Schnitt bei (722,485)
# Mittelung: 1 Pixel
# Magnetfeldsensor kalibriertPixel ; Red Value
1;997
2;954
3;911
4;853
5;795
6;757
7;720
8;707
9;695
10;689
11;684
12;675
13;666
14;639
15;613
16;635
17;657
18;641
19;626
20;616
21;607
22;602
23;598
24;604
25;611
26;629
27;648
28;670
29;693
30;683
31;673
32;716
33;759
34;793
35;828
36;936
37;1044
38;1173
39;1303
40;1576
41;1849
42;2136
43;2424
44;2685
45;2947
46;3024
47;3101
48;3023
49;2945
50;2769
51;2593
52;2383
53;2173
54;1999
55;1825
56;1680
57;1536
58;1426
59;1317
60;1243
61;1170
62;1101
63;1033
64;957
65;882
66;846
67;811
68;768
69;726
70;735
71;744
72;733
73;722
74;683
75;644
76;640
77;637
78;622
79;607
80;618
81;629
82;618
83;607
84;615
85;624
86;630
87;637
88;649
89;662
90;662
91;662
92;682
93;702
94;692
95;682
96;710
97;739
98;748
99;757
100;778
101;800
102;818
103;837
104;893
105;950
106;1022
107;1094
108;1215
109;1336
110;1487
111;1638
112;1925
113;2213
114;2476
115;2739
116;2992
117;3245
118;3414
119;3584
120;3620
121;3657
122;3564
123;3471
124;3270
125;3069
126;2856
127;2644
128;2505
129;2366
130;2220
131;2075
132;1920
133;1765
134;1643
135;1521
136;1475
137;1430
138;1345
139;1261
140;1181
141;1101
142;1057
143;1013
144;1005
145;997
146;954
147;911
148;885
149;859
150;831
151;804
152;802
153;800
154;787
155;775
156;761
157;748
158;770
159;793
160;756
161;719
162;716
163;713
164;734
165;755
166;727
167;699
168;722
169;746
170;748
171;751
172;719
173;688
174;718
175;748
176;748
177;748
178;752
179;757
180;755
181;753
182;758
183;764
184;816
185;868
186;889
187;910
188;892
189;875
190;929
191;984
192;1039
193;1095
194;1156
195;1217
196;1308
197;1399
198;1531
199;1663
200;1878
201;2093
202;2302
203;2512
204;2732
205;2952
206;3190
207;3429
208;3525
209;3622
210;3726
211;3831
212;3804
213;3778
214;3663
215;3549
216;3449
217;3349
218;3157
219;2965
220;2846
221;2728
222;2563
223;2399
224;2289
225;2180
226;2007
227;1834
228;1749
229;1665
230;1564
231;1463
232;1392
233;1321
234;1275
235;1230
236;1187
237;1144
238;1104
239;1064
240;1010
241;957
242;959
243;962
244;907
245;853
246;843
247;833
248;836
249;839
250;804
251;769
252;779
253;790
254;777
255;764
256;746
257;729
258;727
259;726
260;730
261;735
262;715
263;695
264;692
265;689
266;702
267;715
268;723
269;731
270;704
271;677
272;699
273;722
274;720
275;719
276;735
277;751
278;756
279;762
280;773
281;784
282;786
283;788
284;801
285;815
286;803
287;791
288;813
289;835
290;845
291;855
292;872
293;890
294;860
295;831
296;860
297;890
298;887
299;884
300;910
301;937
302;930
303;924
304;941
305;959
306;983
307;1008
308;999
309;990
310;1018
311;1046
312;1055
313;1064
314;1062
315;1061
316;1105
317;1150
318;1168
319;1186
320;1187
321;1188
322;1252
323;1316
324;1327
325;1339
326;1413
327;1487
328;1544
329;1601
330;1686
331;1771
332;1839
333;1907
334;2044
335;2182
336;2299
337;2417
338;2531
339;2646
340;2767
341;2888
342;3013
343;3138
344;3279
345;3420
346;3514
347;3609
348;3744
349;3879
350;3987
351;4095
352;4095
353;4095
354;4095
355;4095
356;4095
357;4095
358;4095
359;4095
360;4095
361;4095
362;4095
363;4095
364;4086
365;4077
366;3988
367;3900
368;3868
369;3837
370;3721
371;3606
372;3560
373;3515
374;3451
375;3387
376;3305
377;3223
378;3077
379;2932
380;2872
381;2812
382;2764
383;2717
384;2629
385;2542
386;2493
387;2444
388;2370
389;2297
390;2203
391;2109
392;2072
393;2035
394;1930
395;1825
396;1809
397;1794
398;1764
399;1734
400;1706
401;1678
402;1594
403;1510
404;1479
405;1448
406;1418
407;1388
408;1371
409;1354
410;1325
411;1296
412;1266
413;1237
414;1234
415;1232
416;1209
417;1186
418;1160
419;1135
420;1132
421;1130
422;1092
423;1055
424;1070
425;1086
426;1069
427;1053
428;1063
429;1073
430;1049
431;1026
432;1016
