# Strom: 2.69 A
# Magnetfeld: -285 mT
# Schnitt bei (722,485)
# Mittelung: 1 Pixel
# Magnetfeldsensor kalibriertPixel ; Red Value
1;750
2;742
3;733
4;756
5;778
6;796
7;814
8;883
9;953
10;1102
11;1252
12;1533
13;1814
14;1966
15;2117
16;2211
17;2306
18;2546
19;2787
20;2994
21;3200
22;3043
23;2886
24;2784
25;2682
26;2673
27;2664
28;2454
29;2244
30;1957
31;1670
32;1503
33;1336
34;1208
35;1080
36;997
37;915
38;877
39;839
40;802
41;765
42;768
43;772
44;762
45;753
46;771
47;790
48;797
49;803
50;857
51;911
52;1023
53;1134
54;1366
55;1598
56;1821
57;2044
58;2178
59;2311
60;2418
61;2525
62;2813
63;3101
64;3173
65;3245
66;3068
67;2890
68;2815
69;2740
70;2696
71;2652
72;2452
73;2252
74;1982
75;1711
76;1535
77;1359
78;1235
79;1111
80;1044
81;978
82;935
83;893
84;854
85;815
86;809
87;804
88;778
89;753
90;769
91;786
92;781
93;776
94;821
95;867
96;930
97;994
98;1117
99;1240
100;1461
101;1681
102;1926
103;2171
104;2256
105;2342
106;2450
107;2559
108;2827
109;3096
110;3251
111;3407
112;3279
113;3151
114;3015
115;2878
116;2854
117;2831
118;2719
119;2608
120;2344
121;2081
122;1838
123;1596
124;1471
125;1347
126;1255
127;1162
128;1074
129;987
130;940
131;894
132;870
133;846
134;816
135;785
136;786
137;787
138;778
139;769
140;784
141;798
142;827
143;856
144;881
145;907
146;995
147;1083
148;1257
149;1431
150;1656
151;1881
152;2079
153;2277
154;2345
155;2413
156;2510
157;2606
158;2889
159;3172
160;3362
161;3552
162;3462
163;3372
164;3214
165;3055
166;3011
167;2967
168;2933
169;2899
170;2707
171;2515
172;2251
173;1987
174;1794
175;1600
176;1475
177;1350
178;1239
179;1128
180;1070
181;1012
182;966
183;919
184;880
185;840
186;821
187;802
188;802
189;802
190;793
191;784
192;797
193;810
194;823
195;836
196;859
197;882
198;929
199;977
200;1045
201;1114
202;1259
203;1404
204;1643
205;1881
206;2080
207;2278
208;2351
209;2424
210;2520
211;2616
212;2764
213;2912
214;3172
215;3432
216;3548
217;3664
218;3541
219;3418
220;3269
221;3121
222;3077
223;3032
224;2992
225;2951
226;2814
227;2678
228;2471
229;2265
230;2058
231;1851
232;1671
233;1492
234;1384
235;1277
236;1216
237;1155
238;1073
239;990
240;965
241;940
242;924
243;907
244;869
245;831
246;818
247;806
248;810
249;815
250;825
251;835
252;822
253;808
254;842
255;876
256;877
257;878
258;941
259;1004
260;1060
261;1117
262;1249
263;1382
264;1553
265;1724
266;1941
267;2157
268;2309
269;2460
270;2518
271;2576
272;2635
273;2695
274;2863
275;3030
276;3268
277;3506
278;3643
279;3780
280;3717
281;3654
282;3489
283;3325
284;3243
285;3162
286;3145
287;3128
288;3091
289;3055
290;2888
291;2721
292;2550
293;2378
294;2172
295;1966
296;1784
297;1602
298;1493
299;1383
300;1305
301;1227
302;1163
303;1100
304;1044
305;989
306;964
307;939
308;910
309;882
310;878
311;873
312;857
313;840
314;851
315;862
316;852
317;842
318;850
319;857
320;864
321;870
322;873
323;876
324;892
325;908
326;924
327;940
328;991
329;1042
330;1126
331;1211
332;1305
333;1399
334;1581
335;1762
336;1944
337;2126
338;2284
339;2441
340;2542
341;2643
342;2681
343;2718
344;2796
345;2873
346;3032
347;3191
348;3382
349;3574
350;3754
351;3935
352;3894
353;3854
354;3769
355;3684
356;3539
357;3395
358;3358
359;3322
360;3302
361;3282
362;3235
363;3189
364;3124
365;3059
366;2926
367;2793
368;2564
369;2334
370;2171
371;2007
372;1876
373;1744
374;1632
375;1519
376;1444
377;1368
378;1324
379;1280
380;1228
381;1177
382;1123
383;1070
384;1053
385;1037
386;990
387;944
388;938
389;932
390;918
391;904
392;881
393;859
394;854
395;849
396;828
397;807
398;804
399;801
400;813
401;824
402;836
403;848
404;851
405;854
406;878
407;903
408;912
409;921
410;941
411;962
412;993
413;1023
414;1083
415;1142
416;1207
417;1272
418;1385
419;1499
420;1633
421;1767
422;1910
423;2054
424;2203
425;2353
426;2438
427;2524
428;2575
429;2626
430;2696
431;2766
432;2794
433;2823
434;2916
435;3010
436;3146
437;3282
438;3370
439;3457
440;3602
441;3747
442;3824
443;3901
444;3897
445;3893
446;3849
447;3804
448;3691
449;3578
450;3489
451;3400
452;3384
453;3369
454;3373
455;3377
456;3348
457;3319
458;3309
459;3300
460;3200
461;3099
462;2986
463;2873
464;2755
465;2638
466;2499
467;2359
468;2243
469;2126
470;2011
471;1896
472;1811
473;1727
474;1642
475;1558
476;1490
477;1423
478;1371
479;1320
480;1287
481;1254
482;1202
483;1151
484;1112
485;1074
486;1064
487;1054
488;1041
489;1028
490;1015
491;1002
492;1000
493;999
494;985
495;972
496;946
497;919
498;922
499;926
