# Strom: 1.57 A
# Magnetfeld: -172 mT
# Schnitt bei (722,485)
# Mittelung: 1 Pixel
# Magnetfeldsensor kalibriertPixel ; Red Value
1;646
2;645
3;645
4;652
5;659
6;660
7;661
8;680
9;698
10;769
11;839
12;951
13;1062
14;1313
15;1563
16;1914
17;2266
18;2562
19;2859
20;3069
21;3279
22;3223
23;3167
24;2992
25;2818
26;2490
27;2162
28;1890
29;1618
30;1435
31;1252
32;1123
33;995
34;923
35;852
36;805
37;758
38;733
39;709
40;711
41;714
42;687
43;661
44;660
45;660
46;663
47;667
48;677
49;687
50;709
51;731
52;774
53;817
54;891
55;965
56;1137
57;1309
58;1620
59;1931
60;2244
61;2557
62;2872
63;3187
64;3306
65;3426
66;3358
67;3290
68;3053
69;2815
70;2494
71;2174
72;1897
73;1621
74;1431
75;1242
76;1141
77;1040
78;958
79;877
80;831
81;785
82;756
83;727
84;712
85;698
86;694
87;690
88;677
89;665
90;659
91;654
92;671
93;688
94;699
95;709
96;729
97;749
98;813
99;878
100;942
101;1006
102;1182
103;1359
104;1669
105;1979
106;2285
107;2592
108;2879
109;3165
110;3341
111;3517
112;3476
113;3435
114;3312
115;3189
116;2876
117;2562
118;2260
119;1958
120;1749
121;1539
122;1360
123;1182
124;1101
125;1021
126;948
127;876
128;839
129;803
130;772
131;741
132;735
133;729
134;711
135;694
136;686
137;678
138;687
139;696
140;684
141;672
142;697
143;723
144;725
145;728
146;776
147;825
148;858
149;892
150;1012
151;1132
152;1329
153;1526
154;1815
155;2105
156;2369
157;2633
158;2927
159;3221
160;3445
161;3670
162;3693
163;3717
164;3542
165;3368
166;3144
167;2921
168;2613
169;2306
170;2064
171;1822
172;1631
173;1440
174;1317
175;1195
176;1107
177;1019
178;956
179;893
180;852
181;812
182;799
183;787
184;758
185;730
186;714
187;698
188;704
189;709
190;697
191;685
192;702
193;719
194;709
195;698
196;709
197;720
198;750
199;781
200;822
201;862
202;899
203;936
204;1013
205;1090
206;1271
207;1452
208;1700
209;1948
210;2216
211;2485
212;2757
213;3029
214;3285
215;3541
216;3696
217;3852
218;3794
219;3736
220;3596
221;3456
222;3240
223;3025
224;2754
225;2484
226;2224
227;1965
228;1785
229;1605
230;1463
231;1322
232;1214
233;1106
234;1050
235;993
236;952
237;910
238;864
239;818
240;804
241;789
242;770
243;752
244;730
245;708
246;711
247;714
248;693
249;672
250;684
251;696
252;712
253;727
254;729
255;731
256;739
257;747
258;765
259;782
260;816
261;850
262;875
263;900
264;961
265;1022
266;1149
267;1276
268;1462
269;1648
270;1924
271;2200
272;2466
273;2733
274;2956
275;3178
276;3405
277;3632
278;3786
279;3940
280;3930
281;3920
282;3814
283;3709
284;3589
285;3470
286;3245
287;3020
288;2727
289;2434
290;2219
291;2003
292;1832
293;1660
294;1541
295;1422
296;1307
297;1193
298;1132
299;1072
300;1026
301;981
302;920
303;859
304;850
305;840
306;826
307;812
308;777
309;741
310;742
311;743
312;733
313;723
314;731
315;740
316;718
317;697
318;710
319;724
320;732
321;740
322;741
323;742
324;746
325;750
326;768
327;787
328;794
329;801
330;829
331;858
332;898
333;938
334;1012
335;1086
336;1182
337;1279
338;1410
339;1541
340;1738
341;1935
342;2178
