# Strom: 4.95 A
# Magnetfeld: -478 mT
# Schnitt bei (722,485)
# Mittelung: 1 Pixel
# Magnetfeldsensor kalibriertPixel ; Red Value
1;859
2;856
3;853
4;787
5;722
6;686
7;651
8;611
9;571
10;528
11;486
12;492
13;498
14;471
15;444
16;454
17;464
18;475
19;486
20;539
21;593
22;621
23;649
24;697
25;746
26;770
27;795
28;826
29;857
30;823
31;790
32;790
33;790
34;740
35;691
36;677
37;664
38;650
39;637
40;611
41;586
42;566
43;546
44;569
45;593
46;609
47;626
48;627
49;629
50;633
51;637
52;622
53;607
54;592
55;578
56;603
57;629
58;671
59;713
60;787
61;862
62;898
63;935
64;966
65;997
66;989
67;981
68;944
69;908
70;889
71;871
72;809
73;748
74;703
75;658
76;618
77;578
78;574
79;571
80;543
81;516
82;508
83;500
84;523
85;546
86;572
87;598
88;624
89;651
90;692
91;733
92;765
93;797
94;859
95;922
96;939
97;957
98;962
99;968
100;954
101;941
102;911
103;882
104;857
105;833
106;785
107;737
108;708
109;680
110;672
111;664
112;647
113;631
114;649
115;668
116;675
117;682
118;691
119;700
120;696
121;693
122;666
123;640
124;626
125;613
126;613
127;613
128;628
129;644
130;648
131;653
132;690
133;728
134;759
135;791
136;839
137;888
138;928
139;968
140;997
141;1026
142;1022
143;1019
144;999
145;979
146;936
147;893
148;858
149;824
150;763
151;702
152;679
153;657
154;637
155;618
156;579
157;540
158;530
159;520
160;484
161;449
162;465
163;482
164;472
165;462
166;451
167;440
168;475
169;511
170;544
171;577
172;580
173;584
174;647
175;711
176;740
177;769
178;817
179;866
180;876
181;886
182;897
183;908
184;919
185;930
186;907
187;884
188;877
189;870
190;832
191;795
192;777
193;760
194;739
195;719
196;705
197;691
198;668
199;646
200;637
201;629
202;620
203;611
204;616
205;622
206;619
207;617
208;637
209;657
210;644
211;631
212;644
213;658
214;654
215;651
216;642
217;633
218;633
219;633
220;619
221;606
222;607
223;609
224;632
225;655
226;666
227;678
228;713
229;749
230;756
231;764
232;807
233;851
234;914
235;977
236;1013
237;1050
238;1061
239;1073
240;1102
241;1132
242;1139
243;1146
244;1160
245;1175
246;1166
247;1157
248;1127
249;1097
250;1056
251;1015
252;958
253;902
254;877
255;853
256;839
257;826
258;782
259;739
260;708
261;678
262;658
263;638
264;621
265;604
266;589
267;575
268;556
269;538
270;538
271;538
272;539
273;540
274;543
275;547
276;546
277;546
278;554
279;562
280;569
281;577
282;586
283;595
284;585
285;575
286;605
287;635
288;666
289;697
290;737
291;777
292;781
293;786
294;838
295;891
296;918
297;946
298;973
299;1001
300;1028
301;1055
302;1055
303;1055
304;1071
305;1088
306;1078
307;1068
308;1067
309;1066
310;1058
311;1050
312;1038
313;1026
314;980
315;935
316;937
317;939
318;919
319;899
320;895
321;891
322;874
323;857
324;851
325;846
326;797
327;749
328;731
329;713
330;715
331;717
332;685
333;653
334;662
335;671
336;664
337;657
338;656
339;655
340;636
341;618
342;614
343;611
344;630
345;649
346;649
347;649
348;637
349;626
350;646
351;666
352;660
353;655
354;666
355;677
356;671
357;666
358;670
359;675
360;674
361;673
362;676
363;680
364;667
365;655
366;668
367;682
368;668
369;655
370;662
371;669
372;675
373;682
374;660
375;638
376;637
377;637
378;646
379;655
380;677
381;699
382;678
383;658
384;671
385;684
386;664
387;644
388;657
389;671
390;685
391;699
392;696
393;693
394;692
395;691
396;689
397;688
398;715
399;742
400;746
401;751
402;746
403;742
404;765
405;788
406;778
407;768
408;783
409;799
410;817
411;835
412;863
413;891
414;897
415;904
416;925
417;946
418;931
419;917
420;960
421;1004
422;984
423;964
424;988
425;1013
426;1062
427;1112
428;1094
429;1077
430;1054
431;1032
432;1081
433;1130
434;1140
435;1150
436;1149
437;1148
438;1162
439;1177
440;1183
441;1190
442;1198
443;1206
444;1228
445;1250
446;1247
447;1245
448;1220
449;1195
450;1231
451;1268
452;1251
453;1234
454;1235
455;1237
456;1255
457;1274
458;1274
459;1274
460;1267
461;1261
462;1277
463;1294
464;1295
465;1297
466;1288
467;1279
468;1265
469;1252
470;1257
471;1263
472;1252
473;1241
474;1267
475;1294
476;1295
477;1296
478;1272
479;1248
480;1226
481;1205
482;1227
483;1250
484;1253
485;1257
486;1254
487;1252
488;1227
489;1203
490;1216
491;1230
492;1213
493;1197
494;1209
495;1221
496;1187
497;1154
498;1168
499;1183
500;1162
501;1141
502;1183
503;1225
504;1193
505;1161
506;1167
507;1174
508;1178
509;1183
510;1166
511;1150
512;1162
513;1175
514;1158
515;1141
516;1116
517;1092
518;1138
519;1185
520;1157
521;1130
522;1132
523;1134
524;1130
525;1126
526;1130
527;1134
528;1084
529;1035
530;1034
531;1033
532;1053
533;1073
534;1034
535;995
536;991
537;988
538;992
539;997
540;994
541;992
542;974
543;957
544;949
545;941
546;921
547;902
548;891
549;881
550;843
551;806
552;818
553;830
554;840
555;850
556;808
557;766
558;778
559;791
560;805
561;819
562;793
563;768
564;782
565;797
566;768
567;740
568;734
569;728
570;724
571;720
572;721
573;722
574;737
575;753
576;729
577;706
578;717
579;728
580;724
581;720
582;735
583;751
584;738
585;726
586;715
587;704
588;726
589;748
590;752
591;757
592;769
593;782
594;762
595;742
596;753
597;764
598;765
599;766
600;775
601;784
602;801
603;819
604;824
605;830
606;812
607;795
608;794
609;793
610;794
611;795
612;787
613;780
614;767
615;755
616;757
617;759
618;768
619;777
620;779
621;782
622;771
623;760
624;739
625;719
626;728
627;737
628;733
629;729
630;726
631;724
632;747
633;771
634;774
635;777
636;803
637;830
638;825
639;820
640;826
641;833
642;841
643;850
644;894
645;939
646;962
647;986
648;970
649;955
650;989
651;1024
652;1078
653;1132
654;1096
655;1061
656;1072
657;1084
658;1110
659;1137
660;1122
661;1108
662;1113
663;1119
664;1093
665;1068
666;1045
667;1023
668;999
669;975
670;937
671;899
672;872
673;846
674;797
675;748
676;722
677;697
678;662
679;628
680;607
681;587
682;572
683;557
684;529
685;502
686;514
687;527
688;501
689;476
690;495
691;515
692;483
693;451
694;471
695;491
696;480
697;469
698;497
699;526
700;531
701;536
702;534
703;533
704;572
705;611
706;610
707;609
708;655
709;702
710;745
711;788
712;798
713;808
714;862
715;917
716;964
717;1012
718;1073
719;1135
720;1147
721;1159
722;1200
723;1241
724;1276
725;1312
726;1289
727;1266
728;1251
729;1237
730;1178
731;1119
732;1056
733;993
734;961
735;930
736;890
737;851
738;818
739;786
740;768
741;751
742;745
743;739
744;736
745;733
746;738
747;744
748;756
749;769
750;758
751;748
752;766
753;784
754;792
755;800
756;800
757;800
758;807
759;815
760;810
761;806
762;785
763;764
764;737
765;711
766;735
767;759
768;779
769;800
770;815
771;830
772;853
773;877
774;922
775;968
776;997
777;1026
778;1070
779;1115
780;1151
781;1188
782;1227
783;1266
784;1245
785;1225
786;1204
787;1183
788;1109
789;1035
790;960
791;886
792;838
793;791
794;731
795;671
796;634
797;597
798;580
799;564
800;555
801;547
802;544
803;542
804;535
805;529
806;534
807;540
808;562
809;584
810;606
811;628
812;631
813;635
814;684
815;733
816;763
817;793
818;861
819;930
820;990
821;1050
822;1108
823;1166
824;1200
825;1235
826;1181
827;1128
828;1133
829;1139
830;1067
831;995
832;926
833;857
834;810
835;764
836;745
837;726
838;687
839;649
840;653
841;658
842;677
843;697
844;700
845;704
846;724
847;744
848;737
849;731
850;700
851;669
852;673
853;678
854;675
855;673
856;693
857;713
858;709
859;706
860;740
861;775
862;815
863;855
864;910
865;966
866;1038
867;1110
868;1125
869;1141
870;1125
871;1110
872;1063
873;1017
874;947
875;877
876;799
877;722
878;678
879;635
880;606
881;578
882;562
883;546
884;534
885;522
886;537
887;553
888;539
889;526
890;561
891;597
892;627
893;657
894;732
895;808
896;870
897;933
898;1033
899;1134
900;1176
901;1219
902;1244
903;1270
904;1236
905;1203
906;1140
907;1077
908;1008
909;939
910;876
911;813
912;768
913;724
914;725
915;726
916;735
917;744
918;744
