# Strom: 4.04 A
# Magnetfeld: -407 mT
# Schnitt bei (722,485)
# Mittelung: 1 Pixel
# Magnetfeldsensor kalibriertPixel ; Red Value
1;227
2;227
3;227
4;235
5;243
6;233
7;223
8;228
9;233
10;236
11;240
12;246
13;253
14;248
15;243
16;247
17;251
18;260
19;269
20;272
21;276
22;288
23;300
24;332
25;365
26;398
27;431
28;510
29;589
30;625
31;662
32;652
33;642
34;581
35;520
36;471
37;422
38;379
39;336
40;330
41;324
42;317
43;311
44;292
45;273
46;280
47;287
48;279
49;271
50;259
51;247
52;254
53;262
54;260
55;258
56;254
57;251
58;266
59;282
60;276
61;271
62;278
63;285
64;262
65;240
66;246
67;253
68;254
69;256
70;246
71;236
72;232
73;229
74;225
75;222
76;219
77;216
78;219
79;223
80;234
81;245
82;231
83;218
84;225
85;233
86;250
87;267
88;252
89;238
90;260
91;283
92;301
93;320
94;361
95;402
96;435
97;469
98;507
99;546
100;597
101;649
102;641
103;633
104;598
105;564
106;508
107;453
108;429
109;405
110;375
111;345
112;316
113;287
114;286
115;285
116;281
117;278
118;278
119;278
120;283
121;289
122;296
123;303
124;277
125;251
126;246
127;242
128;249
129;256
130;250
131;245
132;235
133;225
134;244
135;263
136;272
137;282
138;288
139;294
140;288
141;282
142;274
143;267
144;263
145;260
146;270
147;280
148;261
149;242
150;241
151;240
152;231
153;222
154;235
155;249
156;249
157;249
158;242
159;236
160;227
161;218
162;221
163;225
164;237
165;249
166;246
167;243
168;263
169;283
170;286
171;289
172;300
173;311
174;328
175;345
176;360
177;376
178;406
179;436
180;471
181;506
182;527
183;549
184;633
185;717
186;722
187;728
188;728
189;729
190;717
191;706
192;656
193;607
194;567
195;527
196;489
197;451
198;426
199;402
200;396
201;391
202;378
203;365
204;346
205;327
206;319
207;311
208;309
209;307
210;324
211;342
212;335
213;329
214;309
215;289
216;298
217;307
218;299
219;291
220;284
221;278
222;275
223;273
224;280
225;287
226;281
227;276
228;269
229;262
230;268
231;274
232;274
233;274
234;288
235;302
236;301
237;300
238;308
239;316
240;317
241;318
242;312
243;307
244;310
245;314
246;294
247;274
248;279
249;285
250;282
251;280
252;266
253;253
254;268
255;283
256;272
257;262
258;260
259;258
260;250
261;243
262;232
263;222
264;245
265;269
266;256
267;243
268;242
269;242
270;246
271;251
272;254
273;258
274;255
275;253
276;255
277;258
278;258
279;258
280;261
281;265
282;269
283;274
284;278
285;283
286;287
287;291
288;292
289;293
290;293
291;294
292;324
293;354
294;361
295;369
296;371
297;374
298;402
299;431
300;440
301;449
302;486
303;524
304;549
305;575
306;618
307;662
308;666
309;671
310;695
311;720
312;738
313;757
314;756
315;755
316;755
317;755
318;737
319;720
320;714
321;708
322;678
323;649
324;621
325;593
326;575
327;558
328;551
329;544
330;533
331;522
332;490
333;458
334;431
335;405
336;402
337;400
338;383
339;367
340;354
341;342
342;363
343;384
344;377
345;371
346;356
347;342
348;346
349;351
350;353
351;356
352;351
353;347
354;353
355;360
356;358
357;356
358;355
359;354
360;340
361;327
362;337
363;347
364;342
365;338
366;330
367;322
368;330
369;338
370;324
371;311
372;317
373;324
374;313
375;303
376;315
377;327
378;324
379;322
380;312
381;303
382;299
383;296
384;292
385;289
386;277
387;265
388;264
389;263
390;268
391;274
392;274
393;274
394;280
395;287
396;279
397;271
398;275
399;280
400;265
401;251
402;266
403;282
404;291
405;300
406;283
407;267
408;274
409;282
410;281
411;280
412;294
413;309
414;301
415;293
416;291
417;289
418;302
419;316
420;300
421;285
422;296
423;307
424;303
425;300
426;303
427;307
428;294
429;282
430;295
431;309
432;310
433;311
434;311
435;311
436;315
437;320
438;314
439;309
440;311
441;313
442;309
443;305
444;304
445;303
446;303
447;303
448;311
449;320
450;322
451;324
452;313
453;303
454;318
455;333
456;333
457;333
458;321
459;309
460;307
461;305
462;314
463;324
464;313
465;303
466;318
467;334
468;339
469;344
470;324
471;305
472;300
473;296
474;312
475;329
476;323
477;318
478;316
479;314
480;308
481;303
482;322
483;342
484;333
485;324
486;319
487;314
488;320
489;327
490;314
491;302
492;302
493;302
494;323
495;345
496;334
497;324
498;324
499;325
500;329
501;333
502;339
503;345
504;353
505;362
506;338
507;314
508;316
509;318
510;333
511;349
512;339
513;329
514;341
515;353
516;347
517;342
518;339
519;336
520;326
521;316
522;323
523;331
524;328
525;325
526;334
527;344
528;337
529;331
530;332
531;334
532;331
533;329
534;334
535;340
536;342
537;344
538;330
539;316
540;316
541;316
542;310
543;305
544;301
545;298
546;311
547;324
548;324
549;324
550;314
551;305
552;301
553;298
554;305
555;313
556;303
557;294
558;287
559;280
560;282
561;285
562;284
563;283
564;275
565;267
566;273
567;280
568;281
569;283
570;285
571;287
572;270
573;254
574;271
575;289
576;290
577;291
578;288
579;285
580;287
581;289
582;291
583;294
584;279
585;265
586;270
587;276
588;275
589;274
590;297
591;320
592;305
593;291
594;302
595;313
596;314
597;316
598;310
599;305
600;300
601;296
602;310
603;325
604;329
605;334
606;320
607;307
608;316
609;325
610;321
611;318
612;320
613;322
614;325
615;329
616;321
617;313
618;322
619;331
620;339
621;347
622;352
623;358
624;354
625;351
626;352
627;354
628;364
629;374
630;381
631;389
632;403
633;418
634;440
635;462
636;487
637;513
638;537
639;562
640;600
641;638
642;662
643;686
644;705
645;724
646;743
647;762
648;787
649;813
650;845
651;877
652;850
653;824
654;847
655;870
656;838
657;806
658;773
659;740
660;716
661;693
662;665
663;637
664;596
665;555
666;526
667;498
668;464
669;431
670;424
671;418
672;391
673;365
674;353
675;342
676;350
677;358
678;344
679;331
680;310
681;289
682;307
683;325
684;300
685;276
686;274
687;273
688;280
689;287
690;272
691;258
692;260
693;262
694;267
695;273
696;273
697;274
698;263
699;253
700;254
701;256
702;252
703;249
704;258
705;267
706;257
707;247
