# Strom: 1.57 A
# Magnetfeld: -172 mT
# Schnitt bei (722,485)
# Mittelung: 1 Pixel
# Magnetfeldsensor kalibriertPixel ; Red Value
1;1072
2;1011
3;950
4;910
5;871
6;845
7;820
8;800
9;780
10;763
11;746
12;698
13;651
14;685
15;719
16;692
17;666
18;667
19;669
20;656
21;644
22;656
23;668
24;677
25;686
26;707
27;729
28;748
29;768
30;807
31;846
32;901
33;957
34;1061
35;1165
36;1301
37;1438
38;1626
39;1814
40;1957
41;2100
42;2306
43;2513
44;2642
45;2772
46;2822
47;2872
48;2881
49;2890
50;2808
51;2726
52;2644
53;2563
54;2354
55;2146
56;1981
57;1816
58;1677
59;1539
60;1493
61;1448
62;1311
63;1174
64;1102
65;1030
66;972
67;915
68;870
69;826
70;821
71;817
72;788
73;760
74;767
75;775
76;739
77;704
78;707
79;711
80;713
81;715
82;696
83;678
84;684
85;691
86;703
87;715
88;727
89;740
90;734
91;728
92;749
93;771
94;759
95;748
96;774
97;800
98;832
99;864
100;918
101;972
102;1036
103;1101
104;1193
105;1286
106;1401
107;1516
108;1709
109;1902
110;2039
111;2177
112;2380
113;2584
114;2778
115;2972
116;3116
117;3260
118;3342
119;3424
120;3463
121;3502
122;3514
123;3527
124;3410
125;3294
126;3178
127;3063
128;2907
129;2752
130;2575
131;2399
132;2248
133;2098
134;1981
135;1865
136;1723
137;1581
138;1488
139;1396
140;1332
141;1268
142;1224
143;1181
144;1115
145;1050
146;1014
147;979
148;969
149;959
150;910
151;861
152;865
153;870
154;847
155;824
156;798
157;773
158;795
159;817
160;783
161;749
162;764
163;779
164;759
165;740
166;753
167;766
168;749
169;733
170;740
171;748
172;758
173;769
174;791
175;813
176;781
177;749
178;748
179;748
180;771
181;795
182;820
183;846
184;879
185;913
186;955
187;997
188;1041
189;1086
190;1147
191;1208
192;1301
193;1394
194;1482
195;1570
196;1670
197;1771
198;1916
199;2062
200;2171
201;2280
202;2385
203;2490
204;2623
205;2757
206;2846
