# Strom: 4.79 A
# Magnetfeld: -466 mT
# Schnitt bei (722,485)
# Mittelung: 1 Pixel
# Magnetfeldsensor kalibriertPixel ; Red Value
1;2510
2;2353
3;2197
4;2085
5;1973
6;1816
7;1660
8;1535
9;1410
10;1344
11;1279
12;1240
13;1201
14;1170
15;1139
16;1166
17;1194
18;1183
19;1172
20;1258
21;1345
22;1477
23;1609
24;1716
25;1823
26;1933
27;2044
28;2118
29;2193
30;2182
31;2171
32;2093
33;2016
34;1947
35;1878
36;1885
37;1893
38;1996
39;2100
40;2212
41;2324
42;2539
43;2755
44;2926
45;3098
46;3116
47;3134
48;3037
49;2941
50;2771
51;2601
52;2457
53;2313
54;2217
55;2122
56;2083
57;2044
58;2096
59;2149
60;2263
61;2377
62;2417
63;2457
64;2459
65;2461
66;2376
67;2291
68;2162
69;2033
70;1920
71;1807
72;1711
73;1616
74;1530
75;1445
76;1415
77;1385
78;1344
79;1303
80;1246
81;1190
82;1202
83;1214
84;1250
85;1286
86;1313
87;1341
88;1416
89;1492
90;1585
91;1678
92;1807
93;1936
94;2083
95;2231
96;2316
97;2402
98;2466
99;2530
100;2501
101;2473
102;2461
103;2450
104;2421
105;2393
106;2356
107;2319
108;2319
109;2320
110;2439
111;2559
112;2668
113;2777
114;3004
115;3231
116;3450
117;3669
118;3777
119;3886
120;3799
121;3713
122;3611
123;3509
124;3307
125;3105
126;2939
127;2774
128;2690
129;2606
130;2582
131;2559
132;2535
133;2512
134;2572
135;2632
136;2735
137;2839
138;2852
139;2866
140;2894
141;2923
142;2845
143;2768
144;2682
145;2597
146;2458
147;2319
148;2248
149;2178
150;2053
151;1929
152;1817
153;1705
154;1655
155;1605
156;1533
157;1461
158;1433
159;1405
160;1377
161;1350
162;1360
163;1370
164;1358
165;1347
166;1352
167;1357
168;1381
169;1405
170;1449
171;1494
172;1541
173;1589
174;1690
175;1791
176;1933
177;2075
178;2157
179;2240
180;2289
181;2339
182;2335
183;2331
184;2401
185;2471
186;2432
187;2393
188;2330
189;2268
190;2221
191;2175
192;2163
193;2151
194;2127
195;2104
196;2139
197;2175
198;2209
199;2244
200;2332
201;2421
202;2549
203;2677
204;2848
205;3019
206;3163
207;3307
208;3332
209;3358
210;3412
211;3467
212;3383
213;3300
214;3234
215;3169
216;3053
217;2937
218;2864
219;2792
220;2642
221;2492
222;2422
223;2353
224;2290
225;2228
226;2243
227;2259
228;2248
229;2238
230;2270
231;2302
232;2382
233;2462
234;2533
