# Strom: 1.90 A
# Magnetfeld: -206 mT
# Schnitt bei (722,485)
# Mittelung: 1 Pixel
# Magnetfeldsensor kalibriertPixel ; Red Value
1;673
2;651
3;630
4;640
5;651
6;675
7;699
8;721
9;744
10;815
11;886
12;1068
13;1250
14;1516
15;1783
16;2032
17;2280
18;2482
19;2683
20;2903
21;3124
22;3056
23;2989
24;2885
25;2781
26;2520
27;2259
28;1999
29;1739
30;1500
31;1262
32;1144
33;1026
34;942
35;858
36;812
37;766
38;735
39;704
40;699
41;694
42;689
43;684
44;656
45;629
46;643
47;657
48;673
49;689
50;706
51;723
52;764
53;805
54;927
55;1049
56;1275
57;1501
58;1767
59;2033
60;2255
61;2478
62;2737
63;2997
64;3098
65;3200
66;3117
67;3035
68;2904
69;2773
70;2508
71;2244
72;1983
73;1722
74;1509
75;1295
76;1180
77;1064
78;980
79;896
80;852
81;808
82;776
83;745
84;722
85;700
86;692
87;685
88;696
89;706
90;706
91;706
92;689
93;673
94;696
95;720
96;755
97;789
98;851
99;913
100;1008
101;1102
102;1349
103;1596
104;1855
105;2115
106;2294
107;2474
108;2741
109;3009
110;3151
111;3292
112;3232
113;3172
114;3074
115;2977
116;2796
117;2615
118;2355
119;2095
120;1832
121;1569
122;1420
123;1271
124;1164
125;1058
126;970
127;881
128;840
129;799
130;778
131;758
132;733
133;709
134;700
135;690
136;689
137;688
138;680
139;672
140;668
141;665
142;695
143;725
144;760
145;796
146;819
147;842
148;908
149;975
150;1114
151;1253
152;1487
153;1721
154;1975
155;2228
156;2437
157;2646
158;2837
159;3027
160;3246
161;3465
162;3392
163;3318
164;3247
165;3176
166;3009
167;2843
168;2636
169;2430
170;2158
171;1887
172;1687
173;1488
174;1358
175;1228
176;1132
177;1037
178;983
179;929
180;895
181;860
182;820
183;779
184;745
185;711
186;730
187;750
188;726
189;702
190;697
191;691
192;688
193;686
194;702
195;718
196;717
197;717
198;738
199;760
200;812
201;864
202;924
203;984
204;1098
205;1212
206;1423
207;1634
208;1903
209;2172
210;2358
211;2545
212;2709
213;2874
214;3110
215;3347
216;3462
217;3577
218;3511
219;3446
220;3335
221;3224
222;3105
223;2986
224;2757
225;2529
226;2294
227;2060
228;1863
229;1666
230;1523
231;1381
232;1262
233;1143
234;1071
235;1000
236;951
237;903
238;876
239;849
240;816
241;783
242;752
243;720
244;723
245;726
246;730
247;734
248;722
249;710
250;710
251;710
252;723
253;736
254;744
255;752
256;759
257;766
258;801
259;837
260;844
261;851
262;915
263;979
264;1066
265;1153
266;1304
267;1456
268;1668
269;1879
270;2104
271;2329
272;2515
273;2701
274;2849
275;2997
276;3199
277;3400
278;3558
279;3717
280;3666
281;3616
282;3517
283;3419
284;3336
285;3254
286;3144
287;3034
288;2793
289;2553
290;2336
291;2119
292;1939
293;1760
294;1598
295;1437
296;1334
297;1232
298;1143
299;1055
300;1021
301;988
302;948
303;909
304;878
305;847
306;839
307;831
308;797
309;764
310;747
311;730
312;729
313;728
314;724
315;720
316;718
317;716
318;730
319;745
320;745
321;745
322;745
323;745
324;763
325;781
326;788
327;794
328;814
329;835
330;871
331;907
332;961
333;1016
334;1085
335;1154
336;1287
337;1421
338;1580
339;1739
340;1972
341;2205
342;2379
343;2553
344;2658
345;2763
346;2971
347;3179
348;3342
349;3504
350;3629
351;3755
352;3796
353;3837
354;3792
355;3746
356;3669
357;3593
358;3483
359;3374
360;3274
361;3175
362;3025
363;2875
364;2671
365;2467
366;2252
367;2038
368;1892
369;1746
370;1636
371;1526
372;1425
373;1324
374;1270
375;1215
376;1140
377;1064
378;1038
379;1012
380;983
381;953
382;927
383;901
384;863
385;825
386;823
387;822
388;803
389;785
390;770
391;756
392;762
393;768
394;753
395;738
396;732
397;726
398;715
399;704
400;698
401;693
402;712
403;731
404;728
405;726
406;734
407;743
408;749
409;756
410;780
411;805
412;833
413;862
414;870
415;879
416;920
417;961
418;1019
419;1078
420;1133
421;1189
422;1274
423;1359
424;1486
425;1613
426;1731
427;1849
428;2006
429;2163
430;2295
431;2427
432;2571
433;2716
434;2839
435;2962
436;3079
437;3196
438;3315
439;3434
440;3576
441;3718
442;3783
443;3848
444;3894
445;3940
446;3863
447;3787
448;3753
449;3720
450;3664
451;3608
452;3559
453;3511
454;3423
455;3335
456;3221
457;3108
458;2971
459;2833
460;2687
461;2542
462;2423
463;2304
464;2162
465;2020
466;1901
467;1782
468;1687
469;1591
470;1523
471;1455
472;1363
473;1271
474;1231
475;1191
476;1133
477;1074
478;1049
479;1025
480;998
481;971
482;960
483;949
484;937
485;926
486;902
487;879
488;871
489;862
490;845
491;828
492;833
493;837
494;842
495;847
496;816
497;786
498;781
499;776
500;774
501;773
502;766
503;759
504;746
505;733
506;726
507;719
508;725
509;730
510;726
511;721
512;713
513;705
514;722
515;739
516;742
517;744
518;737
519;729
520;742
521;756
522;763
523;771
524;762
525;754
526;781
527;809
528;806
529;803
530;834
531;866
532;899
533;932
534;935
535;937
536;970
537;1003
538;1034
539;1064
540;1061
541;1057
542;1080
543;1103
544;1143
545;1182
546;1230
547;1278
548;1340
549;1402
550;1438
551;1474
552;1565
553;1657
554;1708
555;1760
556;1867
557;1974
558;2057
559;2141
560;2222
561;2304
562;2356
563;2408
564;2513
565;2618
566;2679
567;2741
568;2804
569;2867
570;2955
571;3042
572;3106
573;3170
574;3233
575;3295
576;3377
577;3458
578;3552
579;3645
580;3734
581;3824
582;3859
583;3894
584;3963
585;4033
586;4017
587;4000
588;4039
589;4078
590;4071
591;4064
592;4067
593;4071
594;4057
595;4042
596;3987
597;3931
598;3920
599;3909
600;3899
601;3889
602;3891
603;3894
604;3818
605;3742
606;3757
607;3773
608;3735
609;3697
610;3693
611;3688
612;3640
613;3592
614;3568
615;3545
616;3508
617;3471
618;3457
619;3442
620;3364
621;3286
622;3223
623;3161
624;3145
625;3129
626;3058
627;2987
628;2934
629;2881
630;2804
631;2728
632;2658
633;2589
634;2552
635;2515
636;2493
637;2472
638;2424
639;2377
640;2316
641;2256
642;2211
643;2166
644;2114
645;2062
646;2041
647;2021
648;1976
649;1931
650;1898
651;1866
652;1828
653;1790
654;1749
655;1708
656;1722
657;1737
658;1690
659;1644
660;1644
661;1645
662;1615
663;1585
664;1569
665;1552
666;1534
667;1517
668;1514
669;1512
670;1493
671;1474
672;1488
673;1502
674;1483
675;1464
676;1434
677;1404
678;1428
679;1453
680;1447
681;1441
682;1402
683;1364
684;1370
685;1376
686;1360
