# Strom: 3.47 A
# Magnetfeld: -357 mT
# Schnitt bei (722,485)
# Mittelung: 1 Pixel
# Magnetfeldsensor kalibriertPixel ; Red Value
1;880
2;858
3;836
4;857
5;879
6;923
7;966
8;1088
9;1210
10;1455
11;1701
12;1900
13;2099
14;2094
15;2089
16;2110
17;2131
18;2390
19;2649
20;2892
21;3136
22;3055
23;2974
24;2743
25;2511
26;2453
27;2394
28;2474
29;2555
30;2454
31;2354
32;2086
33;1818
34;1633
35;1448
36;1301
37;1154
38;1077
39;1000
40;966
41;933
42;899
43;865
44;870
45;875
46;871
47;867
48;905
49;942
50;1034
51;1126
52;1344
53;1562
54;1805
55;2048
56;2109
57;2170
58;2162
59;2154
60;2240
61;2327
62;2647
63;2968
64;3145
65;3322
66;3157
67;2992
68;2785
69;2578
70;2528
71;2479
72;2544
73;2609
74;2536
75;2464
76;2194
77;1923
78;1734
79;1545
80;1383
81;1221
82;1145
83;1069
84;1014
85;958
86;940
87;921
88;899
89;878
90;891
91;904
92;896
93;888
94;972
95;1057
96;1138
97;1220
98;1426
99;1633
100;1883
101;2133
102;2198
103;2263
104;2213
105;2164
106;2273
107;2382
108;2627
109;2872
110;3148
111;3425
112;3327
113;3229
114;3026
115;2823
116;2668
117;2514
118;2560
119;2607
120;2648
121;2690
122;2525
123;2361
124;2103
125;1844
126;1685
127;1526
128;1381
129;1236
130;1180
131;1124
132;1055
133;986
134;949
135;912
136;896
137;880
138;910
139;940
140;940
141;940
142;967
143;994
144;1065
145;1136
146;1297
147;1457
148;1685
149;1912
150;2136
151;2360
152;2332
153;2304
154;2304
155;2304
156;2364
157;2425
158;2669
159;2913
160;3215
161;3518
162;3492
163;3467
164;3248
165;3030
166;2854
167;2679
168;2662
169;2646
170;2689
171;2732
172;2689
173;2646
174;2458
175;2269
176;2074
177;1880
178;1698
179;1517
180;1393
181;1270
182;1202
183;1135
184;1080
185;1024
186;989
187;954
188;933
189;912
190;909
191;907
192;903
193;899
194;914
195;929
196;957
197;985
198;1083
199;1182
200;1344
201;1507
202;1748
203;1990
204;2172
205;2354
206;2374
207;2394
208;2369
209;2345
210;2376
211;2407
212;2557
213;2708
214;3019
215;3330
216;3503
217;3676
218;3603
219;3531
220;3304
221;3077
222;2911
223;2745
224;2716
225;2688
