# Strom: 4.90 A
# Magnetfeld: -474 mT
# Schnitt bei (722,485)
# Mittelung: 1 Pixel
# Magnetfeldsensor kalibriertPixel ; Red Value
1;820
2;784
3;749
4;745
5;742
6;710
7;678
8;603
9;529
10;502
11;475
12;475
13;476
14;464
15;453
16;441
17;429
18;449
19;469
20;462
21;455
22;488
23;522
24;565
25;609
26;634
27;660
28;664
29;668
30;692
31;717
32;715
33;713
34;685
35;658
36;640
37;622
38;635
39;648
40;679
41;711
42;762
43;813
44;853
45;893
46;955
47;1017
48;969
49;921
50;903
51;886
52;817
53;748
54;743
55;739
56;701
57;664
58;661
59;658
60;683
61;709
62;739
63;769
64;756
65;744
66;764
67;784
68;740
69;697
70;683
71;669
72;646
73;624
74;580
75;536
76;516
77;496
78;488
79;480
80;453
81;427
82;431
83;436
84;448
85;460
86;452
87;445
88;457
89;469
90;494
91;520
92;563
93;606
94;624
95;642
96;651
97;660
98;694
99;728
100;745
101;762
102;722
103;682
104;691
105;700
106;681
107;662
108;669
109;677
110;679
111;682
112;712
113;742
114;817
115;893
116;947
117;1002
118;1057
119;1112
120;1131
121;1150
122;1113
123;1077
124;1030
125;984
126;943
127;902
128;882
129;862
130;819
131;777
132;792
133;808
134;780
135;753
136;790
137;828
138;849
139;870
140;904
141;939
142;944
143;950
144;920
145;891
146;886
147;882
148;835
149;788
150;766
151;744
152;689
153;635
154;610
155;586
156;570
157;555
158;534
159;513
160;500
161;487
162;473
163;460
164;448
165;436
166;457
167;478
168;492
169;507
170;494
171;482
172;517
173;553
174;560
175;567
176;628
177;689
178;697
179;706
180;711
181;717
182;731
183;746
184;757
185;768
186;785
187;802
188;797
189;793
190;769
191;746
192;738
193;731
194;724
195;717
196;712
197;708
198;711
199;715
200;735
201;755
202;776
203;797
204;834
205;871
206;923
207;975
208;1018
209;1061
210;1072
211;1083
212;1089
213;1095
214;1035
215;975
216;978
217;981
218;961
219;941
220;908
221;875
222;868
223;861
224;810
225;759
226;743
227;728
228;734
229;740
230;739
231;739
232;742
233;746
234;769
235;793
236;818
237;844
238;856
239;868
240;872
241;877
242;867
243;857
244;860
245;864
246;859
247;855
248;827
249;800
250;786
251;773
252;736
253;700
254;686
255;673
256;651
257;629
258;610
259;591
260;585
261;580
262;559
263;538
264;545
265;553
266;508
267;464
268;480
269;496
270;484
271;473
272;464
273;456
274;450
275;445
276;457
277;469
278;473
279;478
280;502
281;526
282;507
283;489
284;489
285;489
286;505
287;522
288;534
289;547
290;566
291;586
292;618
293;651
294;657
295;664
296;690
297;717
298;746
299;775
300;806
301;837
302;853
303;870
304;883
305;897
306;887
307;877
308;883
309;890
310;888
311;886
312;907
313;928
314;917
315;906
316;880
317;855
318;846
319;837
320;846
321;855
322;826
323;797
324;803
325;810
326;817
327;824
328;827
329;831
330;800
331;769
332;778
333;788
334;805
335;822
336;826
337;831
338;847
339;864
340;917
341;970
342;969
343;968
344;1009
345;1050
346;1071
347;1092
348;1107
349;1123
350;1153
351;1183
352;1195
353;1208
354;1219
355;1230
356;1249
357;1268
358;1284
359;1301
360;1274
361;1248
362;1243
363;1239
364;1241
365;1243
366;1236
367;1230
368;1229
369;1228
370;1227
371;1226
372;1184
373;1143
374;1103
375;1063
376;1047
377;1032
378;1014
379;997
380;961
381;926
382;938
383;950
384;930
385;910
386;899
387;888
388;863
389;839
390;839
391;840
392;826
393;813
394;805
395;797
396;802
397;808
398;821
399;835
400;810
401;786
402;777
403;769
404;793
405;817
406;782
407;748
408;785
409;822
410;813
411;804
412;814
413;824
414;800
415;777
416;785
417;793
418;796
419;799
420;810
421;822
422;835
423;848
424;857
425;866
426;846
427;826
428;868
429;910
430;912
431;915
432;908
433;901
434;912
435;924
436;943
437;962
438;954
439;946
440;958
441;970
442;986
443;1002
444;997
445;993
446;986
447;979
448;992
449;1006
450;1004
451;1002
452;1016
453;1030
454;1044
455;1059
456;1067
457;1075
458;1060
459;1046
460;1066
461;1086
462;1074
463;1063
464;1059
465;1055
466;1063
467;1072
468;1067
469;1063
470;1080
471;1097
472;1093
473;1090
474;1117
475;1144
476;1116
477;1088
478;1090
479;1092
480;1113
481;1134
482;1112
483;1090
484;1084
485;1079
486;1092
487;1106
488;1113
489;1121
490;1115
491;1110
492;1109
493;1108
494;1128
495;1148
496;1116
497;1084
498;1096
499;1108
500;1089
501;1070
502;1078
503;1086
504;1096
505;1106
506;1077
507;1048
508;1041
509;1035
510;1070
511;1106
512;1110
513;1114
514;1104
515;1095
516;1083
517;1072
518;1052
519;1032
520;1022
521;1012
522;1018
523;1024
524;1034
525;1044
526;1025
527;1006
528;1027
529;1048
530;1041
531;1035
532;1004
533;973
534;957
535;942
536;933
537;924
538;922
539;921
540;920
541;919
542;909
543;899
544;888
545;877
546;869
547;862
548;845
549;828
550;827
551;826
552;807
553;788
554;794
555;800
556;805
557;810
558;813
559;817
560;805
561;793
562;788
563;784
564;794
565;804
566;786
567;768
568;779
569;790
570;792
571;795
572;826
573;857
574;877
575;897
576;879
577;862
578;878
579;895
580;885
581;875
582;911
583;948
584;970
585;992
586;971
587;950
588;987
589;1024
590;1048
591;1072
592;1081
593;1090
594;1101
595;1112
596;1143
597;1175
598;1155
599;1135
600;1186
601;1237
602;1234
603;1232
604;1244
605;1256
606;1261
607;1266
608;1267
609;1268
610;1269
611;1270
612;1288
613;1306
614;1303
615;1301
616;1270
617;1239
618;1215
619;1192
620;1183
621;1175
622;1141
623;1108
624;1073
625;1039
626;988
627;937
628;923
629;910
630;912
631;915
632;892
633;870
634;857
635;844
636;831
637;819
638;812
639;806
640;819
641;833
642;817
643;802
644;838
645;875
646;869
647;864
648;865
649;866
650;886
651;906
652;906
653;906
654;919
655;932
656;942
657;952
658;936
659;921
660;945
661;970
662;955
663;941
664;930
665;919
666;903
667;888
668;862
669;837
670;806
671;775
672;756
673;737
674;728
675;720
676;693
677;666
678;644
679;622
680;600
681;578
682;576
683;575
684;557
685;540
686;508
687;476
688;500
689;524
690;505
691;487
692;504
693;522
694;516
695;511
696;502
697;493
698;523
699;553
700;533
701;513
702;525
703;538
704;544
705;551
706;555
707;560
708;573
709;586
710;606
711;626
712;675
713;724
714;726
715;729
716;780
717;831
718;844
719;857
720;867
721;877
722;924
723;972
724;988
725;1004
726;1015
727;1026
728;996
729;966
730;971
731;977
732;919
733;862
734;877
735;893
736;868
737;844
738;813
739;782
740;795
741;808
742;823
743;839
744;853
745;868
746;910
747;952
748;996
749;1041
750;1085
751;1130
752;1163
753;1197
754;1233
755;1270
756;1309
757;1348
758;1319
759;1290
760;1229
761;1168
762;1131
763;1095
764;1016
765;937
766;904
767;871
768;847
769;824
770;815
771;806
772;793
773;780
774;784
775;788
776;788
777;788
778;829
779;870
780;878
781;886
782;906
783;926
784;928
785;930
786;904
787;879
788;847
789;815
790;799
791;784
792;736
793;688
794;661
795;635
796;593
797;551
798;542
799;533
800;533
801;533
802;537
803;542
804;521
805;500
806;513
807;527
808;549
809;571
810;584
811;597
812;623
813;649
814;676
815;704
816;728
817;753
818;797
819;842
820;873
821;904
822;943
823;982
824;1036
825;1090
826;1084
827;1079
828;1071
829;1064
830;1050
831;1037
832;991
833;946
834;939
835;932
836;949
837;966
838;979
839;993
840;1004
841;1015
842;1059
843;1103
844;1173
845;1243
846;1298
847;1354
848;1369
849;1385
850;1360
851;1336
852;1278
853;1221
854;1127
855;1033
856;963
857;893
858;851
859;810
860;786
861;762
862;771
863;780
864;794
865;808
866;826
867;844
868;865
869;886
870;880
871;875
872;863
873;851
874;807
875;764
876;697
877;631
878;609
879;587
880;548
881;509
882;512
883;516
884;501
885;487
886;500
887;513
888;504
889;496
890;534
891;573
892;586
893;600
894;628
895;657
896;668
897;680
898;727
899;775
900;834
901;893
902;919
903;946
904;948
905;950
906;937
907;924
908;887
909;851
910;819
911;788
912;794
913;800
914;820
915;840
916;879
917;919
918;919
