# Strom: 1.18 A
# Magnetfeld: -131 mT
# Schnitt bei (722,485)
# Mittelung: 1 Pixel
# Magnetfeldsensor kalibriertPixel ; Red Value
1;922
2;890
3;859
4;802
5;746
6;717
7;689
8;686
9;684
10;671
11;658
12;650
13;642
14;635
15;628
16;629
17;631
18;612
19;593
20;615
21;638
22;660
23;682
24;679
25;677
26;707
27;737
28;757
29;777
30;804
31;831
32;886
33;942
34;1040
35;1139
36;1267
37;1396
38;1599
39;1802
40;2052
41;2302
42;2592
43;2883
44;3055
45;3227
46;3306
47;3385
48;3361
49;3338
50;3259
51;3181
52;2991
53;2801
54;2601
55;2402
56;2209
57;2016
58;1858
59;1701
60;1584
61;1467
62;1360
63;1254
64;1193
65;1132
66;1088
67;1044
68;1012
69;981
70;933
71;886
72;858
73;830
74;819
75;808
76;797
77;786
78;775
79;764
80;762
81;760
82;759
83;759
84;759
85;759
86;763
87;768
88;772
89;777
90;778
91;779
92;770
93;762
94;771
95;780
96;802
97;824
98;827
99;830
100;871
101;913
102;956
103;999
104;1060
105;1121
106;1235
107;1350
108;1456
109;1563
110;1773
111;1984
112;2196
113;2408
114;2625
115;2843
116;2958
117;3074
118;3177
119;3280
120;3341
121;3403
122;3352
123;3302
124;3160
125;3018
126;2844
127;2670
128;2480
129;2291
130;2115
131;1940
132;1827
133;1714
134;1571
135;1428
136;1372
137;1317
138;1245
139;1174
140;1110
141;1046
142;991
143;937
144;904
145;871
146;853
147;835
148;837
149;839
150;799
151;760
152;764
153;769
154;771
155;773
156;739
157;706
158;730
159;755
160;743
161;731
162;702
163;673
164;684
165;695
166;717
167;739
168;719
169;699
170;704
171;709
172;728
173;748
174;755
175;762
176;766
177;771
178;765
179;759
180;773
181;788
182;835
183;882
184;891
185;901
186;931
187;961
188;981
189;1002
190;1071
191;1141
192;1201
193;1261
194;1400
195;1539
196;1666
197;1794
198;1996
199;2198
200;2338
201;2479
202;2700
203;2921
204;3078
205;3236
206;3433
207;3631
208;3734
209;3837
210;3903
211;3970
212;4021
213;4072
214;4006
215;3940
216;3875
217;3811
218;3665
219;3520
220;3385
221;3251
222;3065
223;2879
224;2764
225;2650
226;2500
227;2350
228;2228
229;2106
230;1964
231;1822
232;1737
233;1652
234;1554
235;1456
236;1408
237;1361
238;1281
239;1201
240;1158
241;1115
242;1081
243;1048
244;1025
245;1002
246;976
247;950
248;928
249;906
250;875
251;844
252;836
253;828
254;818
255;808
256;799
257;790
258;769
259;749
260;744
261;739
262;719
263;700
264;694
265;689
266;711
267;733
268;688
269;644
270;673
271;702
272;689
273;677
274;679
275;682
276;700
277;719
278;698
279;677
280;680
281;684
282;695
283;706
284;711
285;717
286;705
287;693
288;697
289;702
290;719
291;737
292;730
293;724
294;733
295;742
296;742
297;742
298;737
299;733
300;757
301;782
302;779
303;777
304;800
305;824
306;809
307;795
308;842
309;890
310;900
311;910
312;917
