# Strom: 4.39 A
# Magnetfeld: -436 mT
# Schnitt bei (722,485)
# Mittelung: 1 Pixel
# Magnetfeldsensor kalibriertPixel ; Red Value
1;2373
2;2216
3;2060
4;1918
5;1776
6;1654
7;1532
8;1460
9;1388
10;1343
11;1299
12;1249
13;1199
14;1155
15;1112
16;1117
17;1123
18;1134
19;1146
20;1195
21;1245
22;1366
23;1487
24;1590
25;1694
26;1869
27;2044
28;2117
29;2191
30;2237
31;2284
32;2227
33;2171
34;2184
35;2198
36;2182
37;2166
38;2217
39;2268
40;2451
41;2635
42;2806
43;2978
44;3147
45;3316
46;3309
47;3303
48;3254
49;3205
50;3026
51;2848
52;2700
53;2553
54;2454
55;2355
56;2350
57;2346
58;2377
59;2408
60;2462
61;2517
62;2566
63;2615
64;2556
65;2497
66;2347
67;2197
68;2095
69;1993
70;1862
71;1732
72;1624
73;1516
74;1440
75;1365
76;1300
77;1235
78;1199
79;1163
80;1144
81;1126
82;1118
83;1110
84;1115
85;1121
86;1145
87;1170
88;1184
89;1199
90;1269
91;1339
92;1454
93;1570
94;1667
95;1765
96;1891
97;2018
98;2041
99;2064
100;2110
101;2157
102;2128
103;2100
104;2084
105;2069
106;2024
107;1980
108;2012
109;2044
110;2119
111;2195
112;2309
113;2424
114;2592
115;2761
116;2925
117;3089
118;3180
119;3272
120;3206
121;3140
122;2999
123;2859
124;2749
125;2639
126;2515
127;2391
128;2333
129;2275
130;2248
131;2222
132;2237
133;2253
134;2345
135;2437
136;2484
137;2532
138;2537
139;2542
140;2512
141;2482
142;2409
143;2337
144;2243
145;2149
146;2072
147;1995
148;1888
149;1782
150;1680
151;1578
152;1528
153;1478
154;1416
155;1354
156;1334
157;1314
158;1268
159;1223
160;1218
161;1214
162;1185
163;1157
164;1200
165;1243
166;1246
167;1250
168;1271
169;1292
170;1345
171;1398
172;1451
173;1505
174;1544
175;1583
176;1732
177;1882
178;1996
179;2111
180;2183
181;2255
182;2364
183;2473
184;2532
185;2592
186;2595
187;2599
188;2578
189;2557
190;2520
191;2484
192;2520
193;2557
194;2538
195;2519
196;2493
197;2468
198;2515
199;2563
200;2651
201;2739
202;2886
203;3034
204;3179
205;3325
206;3517
207;3709
208;3779
209;3849
210;3892
211;3935
212;3878
213;3822
214;3748
215;3675
216;3543
217;3411
218;3308
219;3205
220;3060
221;2916
222;2839
223;2763
224;2733
225;2703
226;2678
227;2654
228;2665
229;2677
230;2681
231;2686
232;2738
233;2790
234;2774
235;2759
236;2762
237;2765
